0 1.333333 0.881917
1 1.000000 0.299122
2 0.828125 0.148663
3 0.669421 0.094175
4 0.694064 0.072146
5 0.687708 0.057701
6 0.548387 0.052079
7 0.556044 0.047000
8 0.615854 0.043466
9 0.640212 0.045712
10 0.512156 0.038595
11 0.450216 0.032468
12 0.450602 0.028970
13 0.426316 0.027832
14 0.412399 0.024248
15 0.365909 0.021115
16 0.362645 0.021444
17 0.335196 0.018700
18 0.312644 0.017755
19 0.286772 0.015580
20 0.283589 0.014820
21 0.252791 0.014288
22 0.242892 0.012839
23 0.216551 0.011665
24 0.211955 0.011124
25 0.203601 0.010716
26 0.157570 0.008671
27 0.164051 0.008602
28 0.150780 0.008359
29 0.151569 0.008206
30 0.144720 0.007770
31 0.138851 0.007425
32 0.122931 0.006542
33 0.113580 0.005976
34 0.098637 0.005447
35 0.090150 0.005349
36 0.091755 0.005226
37 0.081443 0.004715
38 0.078444 0.004426
39 0.076307 0.004395
40 0.065653 0.003961
41 0.055199 0.003368
42 0.049581 0.003334
43 0.048091 0.003019
44 0.043317 0.002889
45 0.040961 0.002784
46 0.037037 0.002609
47 0.033329 0.002436
48 0.031087 0.002294
49 0.025111 0.001960
50 0.026491 0.002109
51 0.018736 0.001616
52 0.020283 0.001767
53 0.015074 0.001425
54 0.014248 0.001400
55 0.014278 0.001306
56 0.011730 0.001179
57 0.010764 0.001195
58 0.008708 0.001002
59 0.009014 0.001014
60 0.006456 0.000862
61 0.005241 0.000737
62 0.006307 0.000866
63 0.005490 0.000775
64 0.003466 0.000584
65 0.002877 0.000539
66 0.003352 0.000558
67 0.003383 0.000576
68 0.001742 0.000389
69 0.002100 0.000463
70 0.002156 0.000475
71 0.001401 0.000350
72 0.001126 0.000357
73 0.000587 0.000252
74 0.001024 0.000295
75 0.000593 0.000224
76 0.001351 0.000338
77 0.000761 0.000254
78 0.000756 0.000278
79 0.000504 0.000206
80 0.000741 0.000247
81 0.000083 0.000083
82 0.000246 0.000142
83 0.000591 0.000253
84 0.000165 0.000117
85 0.000417 0.000221
86 0.000337 0.000169
87 0.000423 0.000189
88 0.000342 0.000171
89 0.000170 0.000120
90 0.000084 0.000084
91 0.000344 0.000172
92 0.000174 0.000123
93 0.000000 0.000000
94 0.000000 0.000000
95 0.000000 0.000000
96 0.000181 0.000128
97 0.000091 0.000091
98 0.000000 0.000000
99 0.000092 0.000092
100 0.000000 0.000000
101 0.000000 0.000000
102 0.000000 0.000000
103 0.000000 0.000000
104 0.000000 0.000000
105 0.000100 0.000100
