54 17 2 1980
53 61 -1 0
49 5 1 37434
-17 -1 3 193
-25 -2 0 8830
36 44 -3 6212
23 -37 -5 0
3 -43 0 2679
35 7 5 0
-37 48 4 181
46 -25 4 27953
-57 34 0 392
72 -15 3 10952
50 -32 1 77
-59 -38 5 0
-36 24 2 1185
26 6 -4 1380
48 -25 -5 795
-31 18 2 0
-38 56 -3 28413
40 52 5 1644
1 -38 5 19
30 13 4 206
-44 11 2 27
42 -18 -1 4617
-44 -42 4 557
-8 -62 0 846
19 -76 1 15292
75 1 0 1611
-8 -15 -4 1435
57 -17 4 77
-18 -28 2 34836
-41 -35 3 557
34 10 3 0
-24 -51 0 0
26 -51 5 49501
46 -1 3 1980
32 25 0 5801
24 62 0 1644
-9 -20 5 0
-63 34 3 4460
-1 62 2 0
18 -34 -2 2235
-57 -47 5 24785
64 34 -1 0
-14 -21 -3 3180
65 8 3 1980
-31 -38 5 349
-34 -36 -5 389
-19 -7 -3 341
58 -21 -5 0
48 -50 3 35265
61 -27 -5 2216
-62 -9 4 11008
14 52 0 0
30 -64 -1 0
-66 -38 -3 10126
57 44 1 3782
16 -52 3 14872
41 -22 -2 173
-50 -21 -1 0
33 39 -3 0
63 45 -4 9168
-21 36 -4 181
13 29 -2 0
11 47 5 0
29 41 1 9138
-55 33 2 392
-18 -9 -1 5027
58 -27 5 6101
8 6 5 2156
15 9 -1 21021
48 2 -1 16940
43 15 -5 0
-42 28 -5 58820
-33 53 -3 1295
12 -58 5 846
57 21 -4 0
57 36 4 0
-39 41 -1 3397
13 45 0 11
13 20 4 0
-40 -40 4 557
-33 2 -2 0
16 15 -2 0
8 5 -1 0
0 -55 5 846
-7 9 -2 8077
26 68 -2 1621
-2 -2 3 41805
17 18 0 0
-34 10 -5 392
12 -22 2 135
53 62 2 0
-20 -51 -4 1708
-46 -49 0 34894
9 58 1 0
-13 -32 -1 16124
23 54 -4 5126
68 -8 -4 6042
-20 -6 2 341
39 0 -3 14466
76 -24 5 77
-21 -56 -5 23324
26 -36 -3 355
34 -23 -5 43135
-3 14 3 0
-26 72 0 57200
-11 68 -5 11547
43 28 2 18321
-36 26 1 6511
-19 0 4 0
52 48 4 4943
1 32 2 426
41 -10 4 8799
-12 -59 3 19
29 38 -4 4763
53 -29 -5 1183
23 48 -2 1644
55 48 -2 4943
-24 -25 -2 1560
-29 -70 1 0
58 32 -2 0
-62 12 1 27
-21 -24 2 0
-20 -35 5 3500
35 69 -2 12569
21 -52 -4 9358
17 -1 3 738
49 -54 -2 0
24 1 0 369
-37 39 0 1678
-22 -45 4 0
53 50 3 0
19 -70 5 4122
39 71 1 60396
-57 13 1 41029
-48 -35 3 0
35 7 -3 23687
-38 28 0 1678
33 6 -3 0
-44 -24 0 17980
61 -50 2 38324
15 -30 -4 13299
-1 -3 -5 5
-44 26 -4 392
-18 -26 -2 0
-11 68 2 0
-34 55 -3 23954
-36 -18 -1 0
36 -10 -4 7295
13 -53 -3 4164
-19 23 -1 18983
-36 24 4 0
-2 -35 -4 0
-9 -44 -2 2914
-9 43 -1 181
1 53 4 0
67 18 1 0
43 -34 1 77
14 -38 -3 45960
25 12 -5 0
-23 59 -3 181
38 -1 0 0
-57 -24 -3 0
-5 -61 1 846
79 11 -2 1980
-18 26 5 181
-58 -3 4 256
50 -58 -5 0
-9 70 3 0
-28 40 2 2533
33 -62 4 4787
-51 -55 -1 9362
-53 40 0 392
-67 -17 0 0
26 -40 -5 1689
3 46 3 0
53 40 1 5902
-61 29 0 9263
36 -15 3 77
-25 51 -2 181
43 3 -5 29233
-1 -48 5 4717
23 43 -5 0
69 23 3 27150
35 60 -2 1644
58 -30 0 17854
56 -19 -1 0
-27 43 -4 22858
51 -46 0 278
27 63 -3 0
-30 24 -4 34027
-53 -34 5 0
-5 12 -2 3946
-42 -9 -5 4105
-48 12 -1 1069
-38 49 -4 36419
37 55 -4 0
-6 -13 -4 20101
-44 25 5 392
13 56 -2 0
-10 -2 5 32716
66 10 2 1980
-4 -71 5 5479
8 46 -3 0
17 74 0 0
49 -27 1 278
24 47 0 2550
18 -8 2 0
38 23 -4 8424
31 58 4 1644
-44 35 3 3194
-30 -31 0 4277
-41 12 -4 27
-30 15 3 533
22 -31 2 0
-50 11 -4 52557
39 56 -2 1644
-43 -20 -3 6986
-25 -59 3 1708
44 42 1 0
26 25 5 242
27 -29 -3 131
49 -5 2 4355
-30 10 1 8697
-21 22 -2 0
45 -52 4 0
53 -48 2 0
19 -40 -4 5140
69 41 -4 0
-12 -68 1 46439
-42 -13 1 9861
-25 36 -5 4178
16 3 -4 0
-20 -35 1 2398
20 -60 -2 9561
14 -26 -2 9331
37 10 -3 852
-55 4 4 27
53 -39 -5 1183
33 30 1 0
-12 54 2 181
-23 1 -1 0
33 33 5 0
-8 -10 -2 0
14 24 4 1548
43 -21 1 173
-34 11 0 392
68 31 3 0
48 -16 0 77
-16 65 5 181
-26 23 2 1500
-48 -9 -5 3743
38 35 3 0
-48 -18 -1 0
-29 -60 4 0
-29 60 1 181
-11 -23 -2 0
22 37 4 0
17 66 -2 0
73 33 1 0
61 -52 -2 278
-32 0 2 0
55 3 5 1611
5 -49 4 0
42 -2 -3 806
-41 -38 5 0
40 11 5 0
27 -29 -5 19188
-15 -37 -1 195
-14 32 -2 749
23 -45 -4 0
5 -56 -4 19
21 63 -3 1621
25 -15 -3 935
63 37 3 0
6 -41 -5 0
-59 2 5 0
7 56 -1 0
-1 60 5 10450
8 65 5 0
5 19 -2 320
36 -47 1 0
-69 14 0 0
-39 -12 -5 0
20 54 -5 27504
-39 -45 -2 0
58 32 5 0
17 46 5 0
26 34 3 0
-51 -4 -5 338
-4 60 -4 49875
-58 -12 5 256
-37 6 -3 43925
-47 43 -1 19407
38 33 5 3452
-14 39 1 1302
-59 -45 -4 38448
-28 53 -1 181
37 -33 -5 866
5 -46 4 0
-28 -12 3 782
37 60 -2 1833
-10 63 -2 0
31 -53 5 24223
30 -60 3 4787
67 7 0 1980
17 39 5 4777
-41 39 -2 1678
56 -47 -1 278
24 56 2 1644
47 41 1 27569
58 -19 0 77
57 32 3 0
-64 12 2 27
-54 -58 -4 0
48 31 1 0
-45 -38 4 4899
-41 63 -1 181
-12 32 4 181
43 25 -1 0
40 -36 0 7633
-13 -11 0 0
17 -65 -1 35524
-6 -38 1 6446
41 7 -1 24970
-6 -2 -2 0
25 -13 -3 26612
-7 -43 0 58318
-42 24 5 392
27 51 -5 1644
12 -19 -4 19529
-17 5 -2 1543
6 52 4 0
-59 23 4 41626
49 -29 1 4462
78 -25 1 2216
60 7 0 1980
65 31 5 26079
51 -11 0 1570
-58 -42 2 0
-35 21 -3 392
25 65 1 1644
-40 46 -5 4759
5 -2 0 1306
53 13 0 5002
-40 56 -3 181
-12 3 2 0
-55 19 1 5812
-33 -53 -3 2649
8 -23 1 7896
53 16 1 0
59 22 -4 1980
13 -52 5 10549
-40 -37 0 19158
-19 29 -2 28927
45 -33 -1 278
39 16 -3 0
-3 -17 -4 15614
40 38 -4 0
-8 -22 5 528
-15 61 -1 181
-13 26 -3 181
-48 37 3 392
12 -75 -4 16758
-29 -53 2 0
21 -51 -2 4164
-64 -49 1 10126
17 61 3 20599
56 0 0 0
36 -35 3 0
14 -29 2 157
43 27 4 0
41 75 -2 38460
-5 13 0 81
56 -29 -1 77
36 -27 3 7853
60 15 -2 17323
-18 49 4 181
66 -35 5 77
-25 65 4 20080
-60 -28 -1 11258
-18 -21 -2 18325
25 -64 3 846
54 48 4 4943
-50 -42 4 32407
78 -10 4 77
28 -24 -2 278
-42 0 -3 1069
-1 71 -5 5345
32 8 -2 12871
-13 7 4 0
45 1 3 0
6 -35 4 0
51 -41 3 4619
-28 37 -5 14559
-12 27 4 651
