0 14 0.071667
1 408 0.043718
2 393 0.043548
3 136 0.041560
4 4298 0.036337
5 1294 0.029627
6 2118 0.027897
7 1444 0.025240
8 770 0.024774
9 771 0.024774
10 114 0.023657
11 3919 0.021515
12 5 0.021065
13 2391 0.017559
14 21420 0.016262
15 751 0.015528
16 2929 0.015364
17 126 0.014216
18 4178 0.013857
19 2141 0.013399
20 9594 0.013081
21 2629 0.011911
22 1453 0.010582
23 7623 0.010411
24 4693 0.010398
25 25118 0.009900
26 144 0.009136
27 161 0.008735
28 16329 0.008395
29 13087 0.008323
30 16512 0.008245
31 6646 0.008181
32 8523 0.008031
33 12111 0.007709
34 203 0.007229
35 5650 0.007168
36 7885 0.006699
37 63 0.006615
38 118 0.006615
39 15231 0.006504
40 7482 0.006243
41 5118 0.006133
42 7001 0.006067
43 1379 0.006057
44 4277 0.005958
45 18979 0.005932
46 12740 0.005883
47 3537 0.005792
48 10597 0.005766
49 456 0.005722
50 2789 0.005719
51 1184 0.005704
52 11871 0.005566
53 5535 0.005393
54 4076 0.005391
55 32351 0.004983
56 6198 0.004936
57 10536 0.004926
58 12948 0.004886
59 16066 0.004792
60 20519 0.004708
61 15643 0.004685
62 25220 0.004630
63 4395 0.004591
64 5526 0.004495
65 5781 0.004414
66 19433 0.004155
67 42137 0.004002
68 4643 0.003981
69 2295 0.003969
70 30503 0.003921
71 17045 0.003838
72 32804 0.003755
73 32892 0.003705
74 4616 0.003641
75 2985 0.003524
76 13313 0.003386
77 1213 0.003347
78 6530 0.003333
79 27387 0.003330
80 5827 0.003319
81 1351 0.003273
82 42421 0.003262
83 6651 0.003124
84 23220 0.003071
85 25844 0.002973
86 8893 0.002906
87 2485 0.002857
88 12706 0.002793
89 14517 0.002793
90 35695 0.002740
91 22863 0.002719
92 57408 0.002677
93 3284 0.002638
94 2358 0.002638
95 13672 0.002630
96 26580 0.002595
97 23013 0.002563
98 23896 0.002533
99 29804 0.002490
