0  -1  0 0  200393	
6  0  0 0  4315	 5
12  0  0 0  212	 11
13  0  0 0  9	 12
14  0  0 0  15	 13
15  0  0 0  24756	 14
28  0  0 0  28	 27
54  15  0 0  5	 14 53
59  0  0 0  11	 58
60  0  0 0  14	 59
65  0  0 0  15	 64
66  0  0 0  454	 65
76  0  0 0  133	 75
78  0  0 0  8	 77
92  0  0 0  62	 91
105  0  0 0  21	 104
112  70  0 0  276	 69 111
115  15  0 0  7979	 14 114
119  64  0 0  1676	 63 118
127  0  0 0  5796	 126
134  0  0 0  15	 133
137  0  0 0  7514	 136
145  0  0 0  6004	 144
162  0  0 0  331	 161
170  0  0 0  30	 169
175  0  0 0  32	 175
198  13  0 0  19	 12 199
202  0  0 0  2148	 203
210  0  0 0  2	 211
224  0  0 0  26	 225
241  15  0 0  89	 14 242
242  0  0 0  19	 243
243  0  0 0  59	 244
264  0  0 0  89	 265
276  0  0 0  2	 277
284  0  0 0  32	 285
285  0  0 0  50	 286
290  0  0 0  237	 291
299  0  0 0  3	 300
300  0  0 0  101	 301
316  0  0 0  10	 317
326  0  0 0  6	 327
337  0  0 0  31	 338
341  0  0 0  35	 342
353  0  0 0  6	 354
389  0  0 0  10	 390
392  0  0 0  4505	 393
394  0  0 0  21	 395
407  0  0 0  6107	 408
417  0  0 0  38	 418
450  93  0 0  1	 92 451
455  0  0 0  1552	 456
468  0  0 0  105	 469
475  0  0 0  9	 476
488  0  0 0  19	 490
505  397  0 0  1113	 398 507
524  0  0 0  40	 526
528  0  0 0  2	 530
544  0  0 0  27	 546
553  0  0 0  32	 555
558  0  0 0  15	 560
559  145  0 0  46	 144 561
561  115  0 0  29	 14 114 563
578  0  0 0  4	 580
593  0  0 0  75	 595
594  0  0 0  1	 596
599  0  0 0  9	 601
607  0  0 0  17	 609
610  0  0 0  1	 612
637  0  0 0  53	 639
640  0  0 0  3	 642
669  0  0 0  41	 671
679  0  0 0  7	 681
688  0  0 0  6	 690
724  0  0 0  4	 726
749  0  0 0  2175	 751
767  0  0 0  11	 769
768  0  0 0  8751	 770 771
797  0  0 0  3	 800
810  0  0 0  48	 813
812  0  0 0  4	 815
818  0  0 0  187	 821
828  0  0 0  36	 831
833  0  0 0  3	 836
835  0  0 0  11	 838
913  15  0 0  3	 14 916
917  6  0 0  16	 5 920
922  0  0 0  38	 925
957  0  0 0  42	 960
964  468  0 0  6	 469 967
970  0  0 0  8	 973
984  0  0 0  15	 988
999  202  0 0  46	 203 1003
1022  0  0 0  18	 1026
1050  0  0 0  2	 1054
1084  0  0 0  11	 1089
1098  0  0 0  20	 1103
1120  0  0 0  1	 1125
1145  0  0 0  54	 1150
1155  0  0 0  6	 1160
1179  0  0 0  498	 1184
1180  0  0 0  33	 1185
1183  0  0 0  6	 1188
1190  0  0 0  69	 1195
1208  119  0 0  2207	 63 118 1213
1211  0  0 0  11	 1216
1230  0  0 0  10	 1235
1273  119  0 0  27	 63 118 1278
1287  972  0 0  1	 63 118 976 1292
1289  407  0 0  6882	 408 1294
1307  284  0 0  49	 285 1312
1322  0  0 0  594	 1327
1345  0  0 0  2160	 1351
1354  0  0 0  188	 1360
1372  0  0 0  111	 1378
1373  115  0 0  1102	 14 114 1379
1380  202  0 0  27	 203 1386
1400  0  0 0  513	 1406
1410  0  0 0  24	 1416
1430  0  0 0  35	 1436
1438  137  0 0  2177	 136 1444
1441  0  0 0  11	 1447
1444  0  0 0  1	 1450
1447  6  0 0  2692	 5 1453
1461  0  0 0  68	 1467
1467  0  0 0  9	 1473
1473  0  0 0  38	 1479
1491  0  0 0  56	 1498
1519  0  0 0  2	 1526
1535  0  0 0  2	 1542
1536  0  0 0  8	 1543
1538  0  0 0  544	 1545
1558  290  0 0  22	 291 1565
1565  0  0 0  3	 1572
1570  498  0 0  5	 500 1577
1587  1010  0 0  70	 1014 1594
1620  0  0 0  8	 1627
1636  119  0 0  94	 63 118 1643
1642  1438  0 0  42	 136 1444 1649
1684  0  0 0  7	 1691
1695  15  0 0  16	 14 1702
1699  0  0 0  8	 1706
1700  0  0 0  15	 1707
1715  0  0 0  5	 1722
1729  0  0 0  169	 1736
1742  0  0 0  39	 1749
1759  0  0 0  4	 1766
1787  0  0 0  25	 1794
1800  0  0 0  2	 1807
1806  0  0 0  35	 1813
1817  145  0 0  28	 144 1824
1822  0  0 0  10	 1829
1855  0  0 0  25	 1863
1856  0  0 0  2	 1864
1859  0  0 0  2	 1867
1866  0  0 0  50	 1874
1886  202  0 0  33	 203 1894
1889  1345  0 0  60	 1351 1897
1891  6  0 0  1	 5 1899
1892  0  0 0  2	 1900
1893  0  0 0  28	 1901
1905  0  0 0  34	 1913
1907  0  0 0  1	 1915 1916
1928  0  0 0  12	 1937
1942  119  0 0  44	 63 118 1951
1943  0  0 0  7	 1952
1955  15  0 0  42	 14 1964
1963  0  0 0  83	 1972
1968  137  0 0  6	 136 1977
1970  0  0 0  10	 1979
1985  0  0 0  11	 1994
2009  0  0 0  6	 2018
2020  0  0 0  28	 2029
2021  0  0 0  740	 2030
2023  1380  0 0  5	 203 1386 2032
2043  1438  0 0  17	 136 1444 2052
2049  0  0 0  32	 2058
2077  2063  0 0  248	 2073 2087
2091  0  0 0  26	 2101
2104  1228  0 0  23	 1233 2114
2107  0  0 0  1	 2117
2108  0  0 0  13535	 2118
2109  468  0 0  9	 469 2119
2122  0  0 0  48	 2132
2129  0  0 0  3	 2139
2131  1289  0 0  180	 408 1294 2141
2144  0  0 0  42	 2156
2155  0  0 0  23	 2167
2157  0  0 0  5	 2169
2170  748  0 0  4	 502 750 2182
2182  0  0 0  58	 2194
2225  15  0 0  12	 14 2237
2227  749  0 0  30	 751 2239
2255  0  0 0  64	 2268
2265  0  0 0  32	 2278
2282  0  0 0  1634	 2295
2323  115  0 0  11	 14 114 2336
2324  0  0 0  382	 2337
2354  0  0 0  120	 2367
2373  0  0 0  24	 2386
2374  0  0 0  45	 2387
2378  1438  0 0  1798	 136 1444 2391
2380  0  0 0  103	 2393
2422  162  0 0  23	 161 2435
2445  1538  0 0  22	 1545 2458
2461  202  0 0  11	 203 2474 2475
2471  0  0 0  1048	 2485
