79 67 -12 8983
-47 38 -12 58553
55 18 6 1092
-3 5 -1 2376
66 -66 -8 25802
-86 -24 -5 6721
-73 -43 -11 98668
-68 -43 7 406
-11 45 3 4328
12 -105 2 0
9 -88 2 2516
25 -59 12 17977
-36 47 -2 3479
3 -2 10 2919
25 56 12 74965
-47 -93 -5 22789
-42 -40 8 68275
94 -22 12 25479
-21 -29 -1 0
-54 66 -11 3383
-97 12 0 91412
50 81 5 59723
-37 32 -7 11062
-20 -50 10 79121
-96 40 10 30913
52 50 8 21869
-35 20 10 103417
41 17 10 65454
-77 -7 -1 659
-3 -94 8 0
-103 -11 -5 70563
-30 89 -10 26822
-14 18 -12 8654
-19 -27 -7 13165
-85 -34 10 7410
-30 -22 -10 414
-49 46 2 625
-45 -70 -7 131446
11 43 3 11754
96 -22 12 90964
75 -38 -4 7058
60 51 -12 131255
25 -60 11 9014
-79 14 7 25438
99 -4 -11 2795
88 -1 -3 103606
27 -87 -5 47654
0 -56 -1 97729
-61 -1 -3 3089
76 -41 -7 114481
-42 -79 -8 660
52 -38 -11 27399
66 71 10 936
81 -23 -9 127
-53 -50 -5 86831
54 -47 12 1673
48 41 -5 64589
-20 73 8 36423
-44 59 -1 9982
-5 93 5 839
-1 -18 -5 3317
73 -40 12 7217
-101 2 -11 12921
-41 -4 -5 533
4 -72 0 43289
33 -1 -9 0
1 58 -1 25420
-17 -75 8 8499
102 -39 -10 8685
22 -69 -7 0
-81 19 -7 1811
10 84 -12 14
-77 -20 1 4265
-49 -26 -4 9690
-49 -65 -1 34569
-80 21 -10 92695
-42 74 -2 16074
29 2 3 9038
47 16 0 1044
-20 51 0 6162
76 21 -4 15164
8 13 0 8993
-52 -95 -3 86543
-30 -15 2 21164
-17 -93 -11 5595
-52 13 4 84562
-36 92 4 19891
47 63 -9 130
-46 -13 -10 659
76 18 -9 130
-23 6 7 48876
32 10 8 2201
16 70 -10 19659
0 84 11 5779
-49 -7 -2 710
-69 -62 12 45930
-4 -97 -6 2516
19 3 -4 0
-51 -55 4 7308
-82 -43 -2 9478
56 70 -10 11480
-93 7 11 32463
65 -26 -6 8522
32 86 6 7972
85 40 12 8254
75 -53 -8 22158
-12 -39 -9 11355
75 47 -12 35129
82 51 11 128748
-9 -19 5 59336
-44 82 -6 51377
-20 26 1 66876
-92 18 0 11107
-45 -50 8 5932
50 -47 -8 4359
-27 -72 -1 19347
-25 84 -4 109512
46 -70 7 53703
-41 47 0 6768
89 -30 10 947
-56 -32 -10 48915
-45 58 -10 5159
-74 -38 -5 2884
54 -84 -8 25817
-57 31 8 28078
11 40 -11 0
-58 -13 9 75762
-13 11 -2 2859
11 -55 -8 76681
7 76 -12 2160
-89 -62 -4 2109
-64 -60 2 95851
31 87 -1 29738
88 30 6 4357
-16 -54 10 11955
51 -52 3 1806
-21 9 -11 55758
76 17 3 29545
53 -15 -4 52678
64 -83 11 19240
-9 60 6 2788
-43 -14 4 107631
24 -43 -4 118772
78 32 0 32474
62 -22 7 21877
-6 29 2 68814
-22 52 0 15459
88 32 9 1880
-58 -8 0 3789
-49 36 1 47499
84 42 5 3
-84 14 -6 1811
43 -9 12 13879
51 -23 1 1773
-3 36 2 221
-105 -47 6 6877
