0 1.000000 nan
1 0.875000 0.134867
2 0.870690 0.085299
3 0.840816 0.058530
4 0.814706 0.050619
5 0.740472 0.039711
6 0.711893 0.037578
7 0.711268 0.030601
8 0.672749 0.030285
9 0.683223 0.029137
10 0.649180 0.028058
11 0.619390 0.025188
12 0.602987 0.024119
13 0.585007 0.021517
14 0.575721 0.020248
15 0.554631 0.019261
16 0.556481 0.018158
17 0.524350 0.017022
18 0.476321 0.015973
19 0.488553 0.015181
20 0.523863 0.015551
21 0.478154 0.014264
22 0.473955 0.013938
23 0.451135 0.013094
24 0.447658 0.012750
25 0.427049 0.011878
26 0.431490 0.011783
27 0.410983 0.011543
28 0.418836 0.011369
29 0.410856 0.010877
30 0.393531 0.010614
31 0.387124 0.009870
32 0.374491 0.009891
33 0.366792 0.009462
34 0.342384 0.008811
35 0.343223 0.008612
36 0.339033 0.008555
37 0.323514 0.008166
38 0.315579 0.007987
39 0.312300 0.008022
40 0.301303 0.007582
41 0.284504 0.007161
42 0.289906 0.007333
43 0.276221 0.006857
44 0.267306 0.006728
45 0.265169 0.006655
46 0.250067 0.006296
47 0.248593 0.006208
48 0.246479 0.006078
49 0.225567 0.005879
50 0.221979 0.005583
51 0.210020 0.005410
52 0.217693 0.005485
53 0.207432 0.005289
54 0.202774 0.005239
55 0.202013 0.004948
56 0.185765 0.004729
57 0.181972 0.004710
58 0.183219 0.004633
59 0.172759 0.004418
60 0.162318 0.004226
61 0.162774 0.004152
62 0.164896 0.004176
63 0.155961 0.003925
64 0.152176 0.003892
65 0.149309 0.003797
66 0.139420 0.003649
67 0.141178 0.003583
68 0.138939 0.003532
69 0.128295 0.003371
70 0.136729 0.003528
71 0.134089 0.003411
72 0.130011 0.003309
73 0.125860 0.003171
74 0.123816 0.003215
75 0.119954 0.003077
76 0.114217 0.003020
77 0.114977 0.002951
78 0.114411 0.002931
79 0.106144 0.002785
80 0.105086 0.002716
81 0.102768 0.002704
82 0.108164 0.002735
83 0.101742 0.002626
84 0.098998 0.002581
85 0.096595 0.002555
86 0.085691 0.002315
87 0.089727 0.002385
88 0.087674 0.002309
89 0.088212 0.002298
90 0.078893 0.002188
91 0.079095 0.002163
92 0.079924 0.002167
93 0.079049 0.002121
94 0.073179 0.001985
95 0.072239 0.001956
96 0.069132 0.001899
97 0.068892 0.001887
98 0.066011 0.001841
99 0.064855 0.001786
