0 569 0.062206
1 713 0.058292
2 35 0.049990
3 3 0.049700
4 4 0.049700
5 6317 0.044947
6 2134 0.040611
7 41 0.038151
8 386 0.035341
9 1205 0.026768
10 531 0.016349
11 192 0.016292
12 3990 0.015359
13 2361 0.015068
14 217 0.014545
15 15300 0.013006
16 4885 0.012781
17 3484 0.012641
18 5834 0.011603
19 6737 0.011603
20 8204 0.010256
21 11434 0.009814
22 1177 0.009809
23 1344 0.009301
24 20174 0.008946
25 56258 0.008842
26 415 0.008762
27 5951 0.008566
28 3342 0.008306
29 5977 0.008256
30 2330 0.007853
31 3736 0.007829
32 1800 0.007215
33 9303 0.007002
34 1362 0.006977
35 9933 0.006783
36 9477 0.006641
37 16610 0.006632
38 110 0.006376
39 11647 0.006263
40 7213 0.005959
41 2842 0.005821
42 7188 0.005660
43 16624 0.005310
44 4585 0.005280
45 18757 0.005249
46 20057 0.005236
47 21094 0.005118
48 34593 0.004979
49 7053 0.004968
50 18745 0.004933
51 28628 0.004902
52 39490 0.004624
53 1360 0.004403
54 29120 0.004138
55 3765 0.004114
56 19247 0.003901
57 77422 0.003871
58 7430 0.003787
59 8244 0.003665
60 14135 0.003633
61 155 0.003531
62 57830 0.003516
63 20272 0.003513
64 3846 0.003425
65 20404 0.003374
66 9772 0.003367
67 12016 0.003319
68 11804 0.003277
69 12312 0.003146
70 66663 0.003125
71 1033 0.003117
72 20806 0.003075
73 29371 0.003072
74 741 0.002873
75 83332 0.002832
76 1447 0.002773
77 8482 0.002758
78 23885 0.002744
79 21623 0.002703
80 10857 0.002689
81 58784 0.002606
82 49469 0.002606
83 51570 0.002606
84 45345 0.002601
85 61784 0.002584
86 10315 0.002584
87 16966 0.002558
88 13960 0.002539
89 35362 0.002420
90 33606 0.002348
91 14942 0.002281
92 81263 0.002266
93 23042 0.002249
94 28121 0.002232
95 71235 0.002191
96 117080 0.002183
97 42800 0.002170
98 11681 0.002148
99 1347 0.002116
