0 0 0
1 0.500000 0.170139
2 1.083333 0.212226
3 0.615385 0.085706
4 0.660131 0.084569
5 0.683594 0.063033
6 0.704280 0.064478
7 0.615776 0.048003
8 0.586466 0.047927
9 0.501066 0.042435
10 0.488017 0.041878
11 0.534579 0.041546
12 0.470499 0.033262
13 0.505376 0.031611
14 0.401584 0.026795
15 0.393301 0.024321
16 0.442308 0.027261
17 0.341596 0.020653
18 0.356322 0.020155
19 0.299873 0.017800
20 0.323926 0.017881
21 0.281861 0.015716
22 0.293741 0.015393
23 0.288313 0.014970
24 0.274441 0.013854
25 0.256903 0.013532
26 0.232912 0.012159
27 0.206044 0.010776
28 0.207811 0.011329
29 0.204182 0.010304
30 0.189394 0.010124
31 0.186014 0.009430
32 0.169181 0.008968
33 0.158364 0.008160
34 0.144304 0.007727
35 0.133808 0.007167
36 0.134710 0.007231
37 0.136765 0.007125
38 0.118202 0.006477
39 0.108730 0.005994
40 0.102806 0.005880
41 0.095957 0.005483
42 0.086761 0.005272
43 0.081587 0.004937
44 0.081274 0.004932
45 0.071061 0.004527
46 0.072329 0.004553
47 0.056972 0.003847
48 0.057901 0.003960
49 0.049596 0.003599
50 0.051832 0.003553
51 0.042357 0.003087
52 0.040792 0.003125
53 0.036454 0.002846
54 0.034412 0.002789
55 0.035479 0.002868
56 0.029629 0.002555
57 0.025620 0.002372
58 0.025343 0.002305
59 0.026004 0.002361
60 0.021130 0.002111
61 0.015296 0.001757
62 0.014719 0.001714
63 0.015089 0.001768
64 0.012816 0.001639
65 0.013636 0.001603
66 0.011176 0.001490
67 0.010547 0.001496
68 0.008974 0.001323
69 0.007735 0.001179
70 0.006454 0.001081
71 0.006235 0.001038
72 0.005110 0.000898
73 0.004525 0.000913
74 0.003740 0.000784
75 0.003013 0.000729
76 0.003550 0.000758
77 0.001746 0.000511
78 0.001916 0.000555
79 0.001363 0.000472
80 0.001384 0.000497
81 0.001370 0.000438
82 0.000900 0.000360
83 0.001170 0.000412
84 0.000183 0.000130
85 0.000632 0.000326
86 0.000356 0.000218
87 0.000537 0.000283
88 0.000736 0.000344
89 0.000610 0.000261
90 0.000181 0.000128
91 0.000091 0.000091
92 0.000179 0.000127
93 0.000452 0.000271
94 0.000184 0.000130
95 0.000273 0.000204
96 0.000000 0.000000
97 0.000090 0.000090
98 0.000093 0.000093
99 0.000000 0.000000
100 0.000093 0.000093
101 0.000095 0.000095
102 0.000000 0.000000
103 0.000097 0.000097
