9 -48 -5 173
31 -32 4 1028
-28 -43 6 0
-8 -57 3 20079
-73 22 3 579
-38 55 3 53
0 8 6 0
-50 3 -3 3324
-64 18 2 579
-45 -21 -5 1616
18 71 4 0
87 -2 2 91
-40 74 -4 4240
-10 -51 2 0
62 -6 6 42664
-38 19 -5 297
11 8 -4 6444
56 -26 -5 2088
26 -50 -4 0
-5 -3 6 0
-8 84 5 1691
32 23 1 3
-41 47 4 8276
-9 -29 2 0
32 57 6 14635
16 -8 3 55370
10 -44 -2 135
-17 -69 -2 0
46 -37 2 6012
75 18 3 38548
59 -51 -5 470
56 -47 -5 470
59 -47 2 7676
78 40 1 1055
12 46 -5 0
-25 -55 -3 30127
38 -22 -5 3347
9 -35 -1 135
-19 53 -4 37873
-25 -49 -5 66910
-23 24 5 0
-49 61 0 0
14 76 1 158
13 84 1 158
-35 -9 5 37978
-21 68 4 4589
44 64 -3 15071
36 -20 4 22142
-57 -25 -4 0
47 32 -2 26
-19 61 -3 28886
-9 -74 5 5797
-64 24 -1 0
16 21 2 3
-27 12 -2 0
33 72 -6 1980
12 -15 0 21965
41 3 5 3
14 86 -4 19766
34 57 -5 2900
-44 -11 6 2757
-33 61 2 10019
-15 76 0 7421
-48 38 1 790
-61 52 5 790
-18 54 -2 23675
18 69 -6 250
8 28 3 2737
-16 56 -3 158
3 51 -1 2643
43 26 -2 36
25 73 -6 55160
-59 65 -4 20391
-36 75 -5 27881
58 40 6 3
34 36 -4 80
66 -10 6 91
64 -40 -4 2088
-32 43 -3 30779
12 -73 -5 173
-41 2 -5 163
-13 2 4 51609
54 -33 -3 44648
-31 17 5 0
7 66 2 158
42 -30 -6 0
17 68 -4 250
-8 82 1 1691
64 -36 4 13837
13 -30 -4 300
81 -5 -6 2133
-44 -69 2 0
-33 27 -5 59
-66 11 -5 23575
-55 71 -3 5091
33 -22 0 877
-72 25 -3 297
51 1 -2 21875
-3 44 1 6168
-41 -14 -2 1616
36 -48 6 7854
-35 5 5 13950
11 -44 5 7596
58 -2 3 13285
-25 15 -2 0
26 11 -5 0
46 33 -5 26
-7 -34 3 0
-74 7 6 8999
38 -14 5 252
-12 34 -4 158
17 4 6 46596
38 -12 6 7264
24 -79 -1 2359
-14 -66 5 5797
5 26 3 11966
-30 3 -4 0
-3 -5 6 13529
-74 -8 -6 0
69 -29 5 4066
-37 -5 3 45921
-5 -56 -3 4756
-66 -4 -5 2997
0 -30 -4 0
-30 79 -5 11274
-15 -51 -1 23102
44 18 1 4546
-15 -27 -4 1221
-60 -51 -6 0
-41 16 -2 0
1 -34 -2 173
-41 -56 0 0
38 26 -5 15306
-11 93 1 1691
81 -29 3 4066
